Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Computer Science,University of Texas at Austin,Texas,United States,"2,223,995 BDT / year",1 year,4.3,34,0.5%,https://www.mastersportal.com/studies/63956/computer-science.html?ref=search_card
Geographic Information Science,University of Denver,Colorado,United States,"6,256,134 BDT / year",1 year,4.7,7,5%,https://www.mastersportal.com/studies/68040/geographic-information-science.html?ref=search_card
Robotics and Computer Engineering,University of Tartu,Tartu,Estonia,"1,015,268 BDT / year",2 years,4.3,138,2%,https://www.mastersportal.com/studies/68710/robotics-and-computer-engineering.html?ref=search_card
Applied Computer Science,University of Maryland Eastern Shore,Maryland,United States,"2,402,532 BDT / year",1 year,4,2,,https://www.mastersportal.com/studies/67471/applied-computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Advanced Computing Technologies,"Birkbeck, University of London",England,United Kingdom,"3,257,710 BDT / year",1 year,4,32,3%,https://www.mastersportal.com/studies/75909/advanced-computing-technologies.html?ref=search_card
Quantitative Finance and Risk Analytics,Rensselaer Polytechnic Institute,New York,United States,"7,885,986 BDT / year",1 year,,,3%,https://www.mastersportal.com/studies/67628/quantitative-finance-and-risk-analytics.html?ref=search_card
Computer Science,Temple University,Pennsylvania,United States,"6,483,897 BDT / year",1 year,4.2,75,2%,https://www.mastersportal.com/studies/66187/computer-science.html?ref=search_card
Management of Information Technology (With Analytics Core),University of Oklahoma,Oklahoma,United States,"2,618,662 BDT / year",1½ year,4.4,30,3%,https://www.mastersportal.com/studies/67127/management-of-information-technology.html?ref=search_card
Computer Science,University of Alabama Huntsville,Alabama,United States,"3,428,689 BDT / year",1 year,4.3,13,8%,https://www.mastersportal.com/studies/65805/computer-science.html?ref=search_card
Computer Science,University of Tartu,Tartu,Estonia,"1,015,268 BDT / year",2 years,4.3,138,2%,https://www.mastersportal.com/studies/65568/computer-science.html?ref=search_card
Games and Playable Media,"University of California, Santa Cruz",California,United States,"1,849,288 BDT / year",2 years,4.6,12,2%,https://www.mastersportal.com/studies/68013/games-and-playable-media.html?ref=search_card
Computer Science,UCL,England,United Kingdom,"6,374,476 BDT / year",1 year,4.1,138,0.1%,https://www.mastersportal.com/studies/72799/computer-science.html?ref=search_card
Data Science,University of Southampton,England,United Kingdom,"5,605,695 BDT / year",1 year,4.4,93,0.5%,https://www.mastersportal.com/studies/71806/data-science.html?ref=search_card
Data Science,Columbia University,New York,United States,"8,994,922 BDT / year",1 year,4.3,95,0.1%,https://www.mastersportal.com/studies/63029/data-science.html?ref=search_card
Computer Engineering,Memorial University of Newfoundland,St. John's,Canada,"186,539 BDT / year",1 year,4,73,3%,https://www.mastersportal.com/studies/62037/computer-engineering.html?ref=search_card
Biomolecular Engineering and Health Informatics,The Hong Kong University of Science and Technology,Hong Kong,Hong Kong (SAR),"3,271,648 BDT / year",1 year,3.9,15,0.5%,https://www.mastersportal.com/studies/66151/biomolecular-engineering-and-health-informatics.html?ref=search_card
Business Analytics,Imperial,England,United Kingdom,"6,806,916 BDT / year",1 year,4.3,56,0.1%,https://www.mastersportal.com/studies/65254/business-analytics.html?ref=search_card
Computer Science,University of Miami,Florida,United States,"7,770,390 BDT / year",1 year,4.4,14,2%,https://www.mastersportal.com/studies/67333/computer-science.html?ref=search_card
Information Technology,University of New Hampshire,New Hampshire,United States,"3,866,460 BDT / year",1 year,4.4,8,5%,https://www.mastersportal.com/studies/66970/information-technology.html?ref=search_card
Computer Science,University of Central Florida,Florida,United States,"2,814,954 BDT / year",2 years,3.9,54,3%,https://www.mastersportal.com/studies/66493/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science,Pennsylvania State University,Pennsylvania,United States,"5,729,585 BDT / year",1 year,4.4,44,0.5%,https://www.mastersportal.com/studies/63510/computer-science.html?ref=search_card
Bioinformatics and Computational Biology,University of Bern,Bern,Switzerland,"287,328 BDT / year",2 years,4.2,11,1%,https://www.mastersportal.com/studies/58528/bioinformatics-and-computational-biology.html?ref=search_card
Computer Science,University of Saskatchewan,Saskatoon,Canada,"1,062,179 BDT / year",2 years,4.1,61,2%,https://www.mastersportal.com/studies/64511/computer-science.html?ref=search_card
Information Security and Assurance,Carnegie Mellon University,Pennsylvania,United States,"6,825,541 BDT / year",2 years,4.3,24,0.5%,https://www.mastersportal.com/studies/61172/information-security-and-assurance.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Software Management,Carnegie Mellon University,Pennsylvania,United States,"10,549,832 BDT / year",1 year,4.3,24,0.5%,https://www.mastersportal.com/studies/61127/software-management.html?ref=search_card
Advanced Materials Science,National University of Science and Technology (MISIS),Moscow,Russia,"759,804 BDT / year",2 years,3.9,32,4%,https://www.mastersportal.com/studies/34338/advanced-materials-science.html?ref=search_card
E-Business Management (e-BM),WMG University of Warwick,England,United Kingdom,"5,660,151 BDT / year",1 year,4,1,0.5%,https://www.mastersportal.com/studies/32138/e-business-management.html?ref=search_card
Advanced Software Engineering,University of Strathclyde,Scotland,United Kingdom,"4,844,922 BDT / year",1 year,4.2,66,2%,https://www.mastersportal.com/studies/47520/advanced-software-engineering.html?ref=search_card
Computational Engineering,Ruhr University Bochum,Bochum,Germany,Free,2 years,3.7,25,2%,https://www.mastersportal.com/studies/1214/computational-engineering.html?ref=search_card
Geographical Information Science,University of Leeds,England,United Kingdom,,1 year,4.4,73,0.5%,https://www.mastersportal.com/studies/2111/geographical-information-science.html?ref=search_card
Computational Science and Engineering,Technical University of Munich,Garching bei München,Germany,"1,692,114 BDT / year",2 years,4,218,0.5%,https://www.mastersportal.com/studies/870/computational-science-and-engineering.html?ref=search_card
Remote Sensing and GIS,Aberystwyth University,Wales,United Kingdom,"3,589,247 BDT / year",1 year,4.2,39,5%,https://www.mastersportal.com/studies/1811/remote-sensing-and-gis.html?ref=search_card
Computing Science,University of Groningen,Groningen,Netherlands,"3,511,137 BDT / year",2 years,4.2,135,0.5%,https://www.mastersportal.com/studies/725/computing-science.html?ref=search_card
Applied Data Science,Clarkson University,New York,United States,"3,012,349 BDT / year",1½ year,3.5,4,7%,https://www.mastersportal.com/studies/60455/applied-data-science.html?ref=search_card
Computational Mechanics,Swansea University,Wales,United Kingdom,"720,732 BDT / year",2 years,4.2,113,2%,https://www.mastersportal.com/studies/44560/computational-mechanics.html?ref=search_card
Artificial Intelligence,University of Southampton,England,United Kingdom,"5,605,695 BDT / year",1 year,4.4,93,0.5%,https://www.mastersportal.com/studies/35516/artificial-intelligence.html?ref=search_card
Electrical and Computer Engineering - Non-Thesis Option,University of Miami,Florida,United States,"7,770,390 BDT / year",1 year,4.4,14,2%,https://www.mastersportal.com/studies/121680/electrical-and-computer-engineering-non-thesis-option.html?ref=search_card
Information Technology and Decision Sciences,University of North Texas,Texas,United States,"1,969,047 BDT / year",2 years,4.3,27,4%,https://www.mastersportal.com/studies/123546/information-technology-and-decision-sciences.html?ref=search_card
Information Systems,"University of Nevada, Reno",Nevada,United States,"2,980,266 BDT / year",1 year,4.1,14,4%,https://www.mastersportal.com/studies/121050/information-systems.html?ref=search_card
Information Technology,Rensselaer Polytechnic Institute,New York,United States,"7,885,986 BDT / year",1 year,,,3%,https://www.mastersportal.com/studies/115243/information-technology.html?ref=search_card
,,N/A,N/A,,,,,,
Information Technology,Florida State University,Florida,United States,"2,720,910 BDT / year",1 year,4.3,383,2%,https://www.mastersportal.com/studies/114852/information-technology.html?ref=search_card
Economics - European Social Security and Health Systems,Trier University,Trier,Germany,Free,2 years,3.9,8,8%,https://www.mastersportal.com/studies/107275/economics-european-social-security-and-health-systems.html?ref=search_card
Information Systems,Pennsylvania State University,Pennsylvania,United States,"5,730,320 BDT / year",1 year,4.4,44,0.5%,https://www.mastersportal.com/studies/111062/information-systems.html?ref=search_card
Information Technology,The University of North Carolina at Charlotte,North Carolina,United States,"2,525,842 BDT / year",1 year,4,6,4%,https://www.mastersportal.com/studies/112273/information-technology.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Software Engineering,University of Bergen,Bergen,Norway,,2 years,4.1,27,2%,https://www.mastersportal.com/studies/118364/software-engineering.html?ref=search_card
Computational Science,Marquette University,Wisconsin,United States,"2,571,517 BDT / year",2 years,5,1,6%,https://www.mastersportal.com/studies/119593/computational-science.html?ref=search_card
Computer and Information Science,University of Ljubljana,Ljubljana,Slovenia,"2,072,840 BDT / year",2 years,4.2,178,3%,https://www.mastersportal.com/studies/112425/computer-and-information-science.html?ref=search_card
Web Engineering,Chemnitz University of Technology,Chemnitz,Germany,Free,2 years,4.1,27,9%,https://www.mastersportal.com/studies/107762/web-engineering.html?ref=search_card
Computer Science - Information Technology,Loyola University Chicago,Illinois,United States,"4,463,419 BDT / year",1 year,4.1,14,5%,https://www.mastersportal.com/studies/111588/computer-science-information-technology.html?ref=search_card
Cybersecurity,Villanova University,Mississippi,United States,"5,859,385 BDT / year",1 year,3.9,11,7%,https://www.mastersportal.com/studies/111935/cybersecurity.html?ref=search_card
Computational Data Science,Carnegie Mellon University,Pennsylvania,United States,"6,832,888 BDT / year",1 year,4.3,24,0.5%,https://www.mastersportal.com/studies/102603/computational-data-science.html?ref=search_card
Computer Science,California State University Fullerton,California,United States,"931,624 BDT / year",4 years,4.4,8,8%,https://www.mastersportal.com/studies/99464/computer-science.html?ref=search_card
Computer Science,University of Kaiserslautern-Landau,Kaiserslautern,Germany,Free,2 years,4.7,192,6%,https://www.mastersportal.com/studies/107372/computer-science.html?ref=search_card
Geodesy and Geoinformation Science,TU Berlin,Berlin,Germany,Free,2 years,4,60,1%,https://www.mastersportal.com/studies/106645/geodesy-and-geoinformation-science.html?ref=search_card
Information Security,Carnegie Mellon University,Pennsylvania,United States,"6,698,190 BDT / year",1½ year,4.3,24,0.5%,https://www.mastersportal.com/studies/102469/information-security.html?ref=search_card
Computer Science,The University of Texas at San Antonio,Texas,United States,"3,445,098 BDT / year",1 year,4.4,16,3%,https://www.mastersportal.com/studies/103219/computer-science.html?ref=search_card
Analytics,University of Southern California,California,United States,"9,790,133 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/100836/analytics.html?ref=search_card
Computer Science,The University of Akron,Ohio,United States,"2,872,752 BDT / year",1 year,4.6,5,8%,https://www.mastersportal.com/studies/99668/computer-science.html?ref=search_card
Computer Science,Western Kentucky University,Kentucky,United States,"3,851,030 BDT / year",1 year,3.8,4,,https://www.mastersportal.com/studies/101301/computer-science.html?ref=search_card
Information Security,Stockholm University,Stockholm,Sweden,"1,730,645 BDT / year",2 years,3.9,98,1%,https://www.mastersportal.com/studies/100631/information-security.html?ref=search_card
,,N/A,N/A,,,,,,
Software Engineering,University of Texas El Paso,Texas,United States,"2,146,604 BDT / year",1 year,4.3,19,5%,https://www.mastersportal.com/studies/100238/software-engineering.html?ref=search_card
Neuroimaging and Informatics,University of Southern California,California,United States,"8,970,921 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/101085/neuroimaging-and-informatics.html?ref=search_card
Health Informatics,University of Pittsburgh,Pennsylvania,United States,"4,790,614 BDT / year","1 year, 4 months",4,7,1%,https://www.mastersportal.com/studies/100156/health-informatics.html?ref=search_card
Computer Science - Data Science,University of Southern California,California,United States,"6,961,831 BDT / year",1½ year,4.1,62,0.5%,https://www.mastersportal.com/studies/101002/computer-science-data-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Computer Science - Game Development,University of Southern California,California,United States,"10,442,808 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/101006/computer-science-game-development.html?ref=search_card
Computer Science,Texas A&M University,Texas,United States,"2,819,117 BDT / year",1 year,4.3,20,1%,https://www.mastersportal.com/studies/98515/computer-science.html?ref=search_card
Computer Science,University of Nebraska-Lincoln,Nebraska,United States,"2,564,660 BDT / year",1 year,4.4,7,2%,https://www.mastersportal.com/studies/109132/computer-science.html?ref=search_card
Computer Science,University of New York Tirana,Tirana,Albania,"458,281 BDT / year",2 years,4.1,32,,https://www.mastersportal.com/studies/14183/computer-science.html?ref=search_card
Artificial Intelligence,University of Groningen,Groningen,Netherlands,"3,511,137 BDT / year",2 years,4.2,135,0.5%,https://www.mastersportal.com/studies/14090/artificial-intelligence.html?ref=search_card
Software Systems Engineering,RWTH Aachen University,Aachen,Germany,Free,2 years,4.4,489,1%,https://www.mastersportal.com/studies/13159/software-systems-engineering.html?ref=search_card
Biomolecular Engineering and Health Informatics,The Hong Kong University of Science and Technology,Hong Kong,Hong Kong (SAR),"3,271,648 BDT / year",1 year,3.9,15,0.5%,https://www.mastersportal.com/studies/66151/biomolecular-engineering-and-health-informatics.html?ref=search_card
Business Analytics,Imperial,England,United Kingdom,"6,806,916 BDT / year",1 year,4.3,56,0.1%,https://www.mastersportal.com/studies/65254/business-analytics.html?ref=search_card
Computer Science,University of Miami,Florida,United States,"7,770,390 BDT / year",1 year,4.4,14,2%,https://www.mastersportal.com/studies/67333/computer-science.html?ref=search_card
Information Technology,University of New Hampshire,New Hampshire,United States,"3,866,460 BDT / year",1 year,4.4,8,5%,https://www.mastersportal.com/studies/66970/information-technology.html?ref=search_card
Computer Science,University of Central Florida,Florida,United States,"2,814,954 BDT / year",2 years,3.9,54,3%,https://www.mastersportal.com/studies/66493/computer-science.html?ref=search_card
Information Systems,Santa Clara University,California,United States,"4,058,589 BDT / year",2 years,4.5,6,9%,https://www.mastersportal.com/studies/64690/information-systems.html?ref=search_card
Computer Science,Wright State University,Ohio,United States,"3,026,308 BDT / year",1 year,4,49,9%,https://www.mastersportal.com/studies/65063/computer-science.html?ref=search_card
Health Informatics,Rutgers University,New Jersey,United States,"4,079,161 BDT / year",1½ year,4.2,64,2%,https://www.mastersportal.com/studies/63867/health-informatics.html?ref=search_card
Computer Science,University of Texas at Austin,Texas,United States,"2,223,995 BDT / year",1 year,4.3,34,0.5%,https://www.mastersportal.com/studies/63956/computer-science.html?ref=search_card
Computer Science,North Carolina State University,North Carolina,United States,"4,167,449 BDT / year",1 year,4.2,46,2%,https://www.mastersportal.com/studies/98125/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science,University of Florida,Florida,United States,"3,690,004 BDT / year",2 years,4.3,103,1%,https://www.mastersportal.com/studies/96493/computer-science.html?ref=search_card
International Electrical Engineering and Computer Science (iEECS),National Taipei University of Technology,Taipei,Taiwan,"466,339 BDT / year",1 year,4.4,5,5%,https://www.mastersportal.com/studies/76849/international-electrical-engineering-and-computer-science.html?ref=search_card
Geographic Information Science,University of Denver,Colorado,United States,"6,256,134 BDT / year",1 year,4.7,7,5%,https://www.mastersportal.com/studies/68040/geographic-information-science.html?ref=search_card
Cybersecurity Engineering,University of Washington Bothell,Washington,United States,"2,877,160 BDT / year",2 years,5,1,,https://www.mastersportal.com/studies/79219/cybersecurity-engineering.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Cybersecurity,New York University,New York,United States,"5,351,694 BDT / year",1 year,4.3,124,0.5%,https://www.mastersportal.com/studies/80174/cybersecurity.html?ref=search_card
Information Technology,Hellenic American College,Athens,Greece,"3,327,824 BDT / year",1½ year,4.5,6,,https://www.mastersportal.com/studies/81275/information-technology.html?ref=search_card
Artificial Intelligence,Imperial,England,United Kingdom,"7,015,127 BDT / year",1 year,4.3,56,0.1%,https://www.mastersportal.com/studies/83652/artificial-intelligence.html?ref=search_card
Electrical & Computer Engineering,"University of California, Santa Barbara",California,United States,"1,716,304 BDT / year",1 year,4.2,32,0.5%,https://www.mastersportal.com/studies/68148/electrical-computer-engineering.html?ref=search_card
Electrical and Computer Engineering,University of Pittsburgh,Pennsylvania,United States,"6,358,504 BDT / year",1 year,4,7,1%,https://www.mastersportal.com/studies/66090/electrical-and-computer-engineering.html?ref=search_card
Computer Science,University of Southern California,California,United States,"9,137,457 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/66380/computer-science.html?ref=search_card
Computer Science,University of Missouri - Kansas City,Missouri,United States,"4,724,244 BDT / year",1 year,4.4,7,5%,https://www.mastersportal.com/studies/66964/computer-science.html?ref=search_card
Management - Analytics,Queen's University,Kingston,Canada,"7,260,089 BDT / year",1 year,4.2,43,2%,https://www.mastersportal.com/studies/67867/management-analytics.html?ref=search_card
Information Systems,Johns Hopkins University,D.C.,United States,"10,775,881 BDT / year",1 year,4.6,49,0.1%,https://www.mastersportal.com/studies/93214/information-systems.html?ref=search_card
Computer Science,Aberystwyth University,Wales,United Kingdom,"3,589,247 BDT / year",1 year,4.2,39,5%,https://www.mastersportal.com/studies/92708/computer-science.html?ref=search_card
Computer Science,California State University Fullerton,California,United States,"931,624 BDT / year",4 years,4.4,8,8%,https://www.mastersportal.com/studies/99464/computer-science.html?ref=search_card
Computer Science,The University of Texas at San Antonio,Texas,United States,"3,445,098 BDT / year",1 year,4.4,16,3%,https://www.mastersportal.com/studies/103219/computer-science.html?ref=search_card
Computer Science,University of Kaiserslautern-Landau,Kaiserslautern,Germany,Free,2 years,4.7,192,6%,https://www.mastersportal.com/studies/107372/computer-science.html?ref=search_card
Geodesy and Geoinformation Science,TU Berlin,Berlin,Germany,Free,2 years,4,60,1%,https://www.mastersportal.com/studies/106645/geodesy-and-geoinformation-science.html?ref=search_card
Information Security,Carnegie Mellon University,Pennsylvania,United States,"6,698,190 BDT / year",1½ year,4.3,24,0.5%,https://www.mastersportal.com/studies/102469/information-security.html?ref=search_card
Analytics,University of Southern California,California,United States,"9,790,133 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/100836/analytics.html?ref=search_card
,,N/A,N/A,,,,,,
Neuroimaging and Informatics,University of Southern California,California,United States,"8,970,921 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/101085/neuroimaging-and-informatics.html?ref=search_card
Computer Science,North Carolina State University,North Carolina,United States,"4,167,449 BDT / year",1 year,4.2,46,2%,https://www.mastersportal.com/studies/98125/computer-science.html?ref=search_card
Information Systems,Johns Hopkins University,D.C.,United States,"10,775,881 BDT / year",1 year,4.6,49,0.1%,https://www.mastersportal.com/studies/93214/information-systems.html?ref=search_card
Computer Science,The University of Akron,Ohio,United States,"2,872,752 BDT / year",1 year,4.6,5,8%,https://www.mastersportal.com/studies/99668/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Computer Science,University of Florida,Florida,United States,"3,690,004 BDT / year",2 years,4.3,103,1%,https://www.mastersportal.com/studies/96493/computer-science.html?ref=search_card
Computer Science,Western Kentucky University,Kentucky,United States,"3,851,030 BDT / year",1 year,3.8,4,,https://www.mastersportal.com/studies/101301/computer-science.html?ref=search_card
Information Security,Stockholm University,Stockholm,Sweden,"1,730,645 BDT / year",2 years,3.9,98,1%,https://www.mastersportal.com/studies/100631/information-security.html?ref=search_card
Software Engineering,University of Texas El Paso,Texas,United States,"2,146,604 BDT / year",1 year,4.3,19,5%,https://www.mastersportal.com/studies/100238/software-engineering.html?ref=search_card
Computer Science,Aberystwyth University,Wales,United Kingdom,"3,589,247 BDT / year",1 year,4.2,39,5%,https://www.mastersportal.com/studies/92708/computer-science.html?ref=search_card
Mathematical Modelling and Scientific Computing,University of Oxford,England,United Kingdom,"6,606,712 BDT / year",1 year,4.2,128,0.1%,https://www.mastersportal.com/studies/92113/mathematical-modelling-and-scientific-computing.html?ref=search_card
Geography - Cartography and GIS,The University of Montana,Montana,United States,"1,653,118 BDT / year",1 year,5,3,7%,https://www.mastersportal.com/studies/119669/geography-cartography-and-gis.html?ref=search_card
Computer Science,Oklahoma State University,Oklahoma,United States,"2,545,312 BDT / year",1 year,4.3,7,3%,https://www.mastersportal.com/studies/123834/computer-science.html?ref=search_card
Information Technology,Rensselaer Polytechnic Institute,New York,United States,"7,885,986 BDT / year",1 year,,,3%,https://www.mastersportal.com/studies/115243/information-technology.html?ref=search_card
Information Technology,Florida State University,Florida,United States,"2,720,910 BDT / year",1 year,4.3,383,2%,https://www.mastersportal.com/studies/114852/information-technology.html?ref=search_card
Economics - European Social Security and Health Systems,Trier University,Trier,Germany,Free,2 years,3.9,8,8%,https://www.mastersportal.com/studies/107275/economics-european-social-security-and-health-systems.html?ref=search_card
Information Systems,Pennsylvania State University,Pennsylvania,United States,"5,730,320 BDT / year",1 year,4.4,44,0.5%,https://www.mastersportal.com/studies/111062/information-systems.html?ref=search_card
Information Technology,The University of North Carolina at Charlotte,North Carolina,United States,"2,525,842 BDT / year",1 year,4,6,4%,https://www.mastersportal.com/studies/112273/information-technology.html?ref=search_card
Software Engineering,University of Bergen,Bergen,Norway,,2 years,4.1,27,2%,https://www.mastersportal.com/studies/118364/software-engineering.html?ref=search_card
Computational Science,Marquette University,Wisconsin,United States,"2,571,517 BDT / year",2 years,5,1,6%,https://www.mastersportal.com/studies/119593/computational-science.html?ref=search_card
Computer Engineering,Fairleigh Dickinson University,New Jersey,United States,"3,644,207 BDT / year",1 year,4,9,,https://www.mastersportal.com/studies/194018/computer-engineering.html?ref=search_card
,,N/A,N/A,,,,,,
Computing and Information Systems,Youngstown State University,Ohio,United States,"1,754,387 BDT / year",1 year,3.9,14,,https://www.mastersportal.com/studies/147798/computing-and-information-systems.html?ref=search_card
Applied Computer Science,University of West Georgia,Georgia,United States,"3,091,331 BDT / year","1 year, 4 months",4.5,6,,https://www.mastersportal.com/studies/151136/applied-computer-science.html?ref=search_card
High-Performance Graphics and Games Engineering,University of Leeds,England,United Kingdom,,1 year,4.4,72,0.5%,https://www.mastersportal.com/studies/144641/high-performance-graphics-and-games-engineering.html?ref=search_card
Computer Science - Games and Media Integration,University of Colorado Colorado Springs (UCCS),Colorado,United States,"2,355,755 BDT / year",1 year,3.6,7,,https://www.mastersportal.com/studies/145023/computer-science-games-and-media-integration.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
"Computer, Communication and Information Sciences - Game Design and Production",Aalto University,Helsinki,Finland,"2,397,162 BDT / year",2 years,3.8,242,2%,https://www.mastersportal.com/studies/154680/computer-communication-and-information-sciences-game-design-and-production.html?ref=search_card
Software Engineering and Information Technology,Oakland University,Michigan,United States,"2,540,291 BDT / year",1 year,3.5,4,9%,https://www.mastersportal.com/studies/137998/software-engineering-and-information-technology.html?ref=search_card
Electrical and Computer Engineering,Oakland University,Michigan,United States,"2,540,291 BDT / year",1 year,3.5,4,9%,https://www.mastersportal.com/studies/137948/electrical-and-computer-engineering.html?ref=search_card
Computer Science,Stanford University,California,United States,"3,453,180 BDT / year",2 years,4.1,56,0.1%,https://www.mastersportal.com/studies/135761/computer-science.html?ref=search_card
Information Systems,Central Michigan University,Michigan,United States,"1,917,617 BDT / year",2 years,3.9,44,7%,https://www.mastersportal.com/studies/140037/information-systems.html?ref=search_card
Health Informatics,Marshall University,West Virginia,United States,"2,708,665 BDT / year",2 years,4.3,4,,https://www.mastersportal.com/studies/140596/health-informatics.html?ref=search_card
Computer Science,Tennessee Tech University,Tennessee,United States,"3,191,130 BDT / year",2½ years,4.5,15,,https://www.mastersportal.com/studies/196145/computer-science.html?ref=search_card
Computer and Information Science (Software Engineering),Gannon University,Pennsylvania,United States,"4,867,514 BDT / year",1 year,5,2,,https://www.mastersportal.com/studies/198814/computer-and-information-science.html?ref=search_card
Robotics and Intelligent Machine Engineering,National University of Sciences and Technology,Islamabad,Pakistan,"373,482 BDT / year",1½ year,4.3,307,3%,https://www.mastersportal.com/studies/195207/robotics-and-intelligent-machine-engineering.html?ref=search_card
Information Technology,The Hong Kong Polytechnic University,Hong Kong,Hong Kong (SAR),"2,280,716 BDT / year",1½ year,4,28,0.5%,https://www.mastersportal.com/studies/192946/information-technology.html?ref=search_card
Computational Physics,University of the Punjab,Abbottabad,Pakistan,"10,412 BDT / year",2 years,4,1048,3%,https://www.mastersportal.com/studies/188278/computational-physics.html?ref=search_card
Applied Computer Science,Frostburg State University,Maryland,United States,"2,204,157 BDT / year",1 year,,,,https://www.mastersportal.com/studies/170983/applied-computer-science.html?ref=search_card
Geographic Information Science,Idaho State University,Idaho,United States,"3,776,456 BDT / year",1 year,4.3,9,9%,https://www.mastersportal.com/studies/161176/geographic-information-science.html?ref=search_card
Embedded Software Engineering,Gannon University,Pennsylvania,United States,"4,867,514 BDT / year",1 year,5,2,,https://www.mastersportal.com/studies/198854/embedded-software-engineering.html?ref=search_card
Computer Information Systems,University of Houston Clear Lake,Texas,United States,"2,369,714 BDT / year",1 year,3.7,3,,https://www.mastersportal.com/studies/184771/computer-information-systems.html?ref=search_card
Digital Engineering,Bauhaus University Weimar,Weimar,Germany,Free,2 years,4.2,12,,https://www.mastersportal.com/studies/191718/digital-engineering.html?ref=search_card
,,N/A,N/A,,,,,,
Electrical and Computer Engineering,Sultan Qaboos University,Muscat,Oman,"1,273,882 BDT / year",2 years,4,35,3%,https://www.mastersportal.com/studies/194986/electrical-and-computer-engineering.html?ref=search_card
Geographical Information Science,MARA Technological University,Kuala Lumpur,Malaysia,"440,743 BDT / year",1 year,4.3,162,5%,https://www.mastersportal.com/studies/195045/geographical-information-science.html?ref=search_card
Computer Networking,MARA Technological University,Kuala Lumpur,Malaysia,"313,398 BDT / year",1½ year,4.3,162,5%,https://www.mastersportal.com/studies/195168/computer-networking.html?ref=search_card
Computer Science,Eastern Michigan University,Michigan,United States,"2,561,231 BDT / year",1 year,4.4,8,,https://www.mastersportal.com/studies/143011/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Information Systems Management,Arizona State University,Arizona,United States,"7,469,645 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/131811/information-systems-management.html?ref=search_card
Network Forensics,Halmstad University,Halmstad,Sweden,"1,935,758 BDT / year",1 year,4.5,14,,https://www.mastersportal.com/studies/155321/network-forensics.html?ref=search_card
Electrical and Computer Engineering,Rowan University,New Jersey,United States,"3,082,147 BDT / year",1 year,4.2,12,9%,https://www.mastersportal.com/studies/148058/electrical-and-computer-engineering.html?ref=search_card
Computer Science,Rowan University,New Jersey,United States,"3,082,147 BDT / year",1 year,4.2,12,9%,https://www.mastersportal.com/studies/148049/computer-science.html?ref=search_card
Game Theory and Operations Research,Saint-Petersburg University,Saint Petersburg,Russia,"554,192 BDT / year",2 years,4.1,67,3%,https://www.mastersportal.com/studies/159078/game-theory-and-operations-research.html?ref=search_card
Computer Science,University of Passau,Passau,Germany,Free,2 years,4.2,21,8%,https://www.mastersportal.com/studies/154274/computer-science.html?ref=search_card
Big Data Technologies,Glasgow Caledonian University,Scotland,United Kingdom,"3,011,059 BDT / year",1 year,4.4,95,5%,https://www.mastersportal.com/studies/149924/big-data-technologies.html?ref=search_card
Computer Science,California State University Channel Islands,California,United States,"1,117,263 BDT / year",1 year,3.8,12,,https://www.mastersportal.com/studies/165711/computer-science.html?ref=search_card
Management of Information Systems,University of Illinois Springfield,Illinois,United States,"1,595,688 BDT / year",2 years,4.7,3,,https://www.mastersportal.com/studies/167792/management-of-information-systems.html?ref=search_card
Computer Science,Bridgewater State University,Massachusetts,United States,"1,965,374 BDT / year",1 year,3.9,7,,https://www.mastersportal.com/studies/167460/computer-science.html?ref=search_card
Library and Information Science and Biology,Catholic University of America,D.C.,United States,"5,087,930 BDT / year",2 years,4.3,26,6%,https://www.mastersportal.com/studies/161792/library-and-information-science-and-biology.html?ref=search_card
Geoinformatics for Urbanised Society,University of Tartu,Tartu,Estonia,"1,015,268 BDT / year",2 years,4.3,138,2%,https://www.mastersportal.com/studies/155849/geoinformatics-for-urbanised-society.html?ref=search_card
Computer Information Technology,Central Connecticut State University,Connecticut,United States,"3,464,201 BDT / year",1 year,3.9,7,,https://www.mastersportal.com/studies/148069/computer-information-technology.html?ref=search_card
